#time	id	type	len[m]	w[m]	x[m]	y[m]	vx[m/s]	vy[m/s]	ax[ms2]	ay[ms2]
981.70	129895	bike	2.00	0.70	102.53	1.04	23.09	0.21	0.37	-0.42
981.70	712197	car	5.00	2.00	85.84	-3.38	22.68	0.14	0.46	-0.47
981.70	985963	bike	2.00	0.70	82.20	-1.04	23.91	0.63	0.12	-0.31
981.70	862747	bike	2.00	0.70	75.54	0.48	20.40	0.62	1.77	-0.12
981.70	557067	truck	10.00	2.50	69.50	3.21	12.03	-0.38	0.16	-0.34
981.70	811087	car	5.00	2.00	55.16	0.04	17.11	-0.70	1.31	-0.08
981.70	191298	bike	2.00	0.70	54.81	-2.49	23.10	-0.01	-0.74	-1.33
981.70	672833	bike	2.00	0.70	44.16	-1.69	24.26	-0.45	-0.41	0.68
981.70	785144	bike	2.00	0.70	27.40	2.19	20.89	-1.25	-2.84	-1.75
981.70	712701	car	5.00	2.00	14.70	-3.30	24.08	0.01	-1.15	-0.37
981.70	567787	bike	2.00	0.70	2.50	-0.00	24.91	-0.06	-0.87	-0.63
981.80	665082	bike	2.00	0.70	596.23	-2.54	23.46	-0.03	0.71	0.23
981.80	151219	bike	2.00	0.70	586.55	0.33	23.88	0.32	0.33	0.07
981.80	540682	car	5.00	2.00	558.31	-3.15	22.17	0.03	0.28	-0.10
981.80	913577	car	5.00	2.00	554.80	0.46	22.22	0.26	-0.20	-0.07
981.80	358004	truck	10.00	2.50	524.38	3.13	12.12	0.08	-0.41	-0.20
981.80	959807	car	5.00	2.00	519.51	-3.09	21.60	0.18	0.37	-0.40
981.80	498718	bike	2.00	0.70	495.00	0.71	23.30	-0.18	0.36	-0.15
981.80	226488	car	5.00	2.00	491.23	-1.65	20.14	0.05	0.14	0.44
981.80	211329	car	5.00	2.00	481.48	-3.72	18.63	0.00	-0.39	0.22
981.80	410392	truck	10.00	2.50	474.88	3.15	11.27	0.22	0.11	-0.08
981.80	751115	bike	2.00	0.70	474.30	0.29	22.29	-0.10	0.75	0.82
981.80	450065	car	5.00	2.00	466.03	-1.22	18.47	0.08	0.33	0.50
981.80	583131	bike	2.00	0.70	460.86	0.81	20.80	0.18	0.85	0.23
981.80	121644	car	5.00	2.00	450.55	-3.71	18.86	0.06	-0.54	-0.60
981.80	461442	bike	2.00	0.70	450.16	0.71	16.84	-0.35	2.18	0.84
981.80	145827	bike	2.00	0.70	448.13	-1.66	18.27	-0.17	0.32	0.78
981.80	855487	bike	2.00	0.70	445.81	-0.04	18.85	-0.33	-0.73	0.39
981.80	592251	bike	2.00	0.70	440.37	-0.83	18.76	-0.42	-0.78	0.37
981.80	724235	bike	2.00	0.70	423.24	-2.88	20.34	0.03	-0.43	-0.35
981.80	272831	car	5.00	2.00	416.55	-0.28	18.40	0.05	-0.04	0.80
981.80	687501	bike	2.00	0.70	410.37	-3.87	21.72	0.03	-0.40	-0.38
981.80	943223	car	5.00	2.00	391.03	-3.35	19.76	0.01	0.43	0.12
981.80	123602	car	5.00	2.00	386.10	-0.14	18.40	0.37	0.10	0.29
981.80	894243	bike	2.00	0.70	372.35	-2.39	19.31	0.02	0.32	0.18
981.80	972494	truck	10.00	2.50	372.31	3.29	12.19	-0.07	0.39	0.22
981.80	705710	bike	2.00	0.70	372.27	0.85	17.58	-0.03	0.15	-0.11
981.80	329307	car	5.00	2.00	355.85	-3.44	17.45	0.07	-0.05	-0.65
981.80	280037	car	5.00	2.00	346.82	-0.73	19.04	-0.03	0.19	0.28
981.80	890622	car	5.00	2.00	334.75	2.16	15.59	-0.54	-0.59	-0.10
981.80	692566	car	5.00	2.00	326.40	-3.39	17.68	0.09	0.51	-0.26
981.80	666665	car	5.00	2.00	315.32	-0.64	19.00	-0.04	0.20	-0.39
981.80	924744	bike	2.00	0.70	307.21	-2.37	18.22	0.07	-0.81	0.01
981.80	189281	car	5.00	2.00	307.03	2.22	16.69	-0.27	-0.98	-1.16
981.80	497141	bike	2.00	0.70	289.93	-3.44	20.94	0.27	-0.19	-0.37
981.80	419629	car	5.00	2.00	284.04	-0.55	18.95	-0.05	-0.43	0.60
981.80	138894	car	5.00	2.00	276.68	2.19	17.99	-0.37	-0.26	2.02
981.80	214925	bike	2.00	0.70	266.14	0.60	20.15	-0.42	-2.24	-0.10
981.80	874455	car	5.00	2.00	257.33	-3.46	20.85	-0.00	0.26	-0.47
981.80	201181	bike	2.00	0.70	240.35	0.87	21.35	-0.36	-0.38	0.45
981.80	269309	car	5.00	2.00	237.15	-1.32	20.08	-0.22	-0.19	0.37
981.80	352410	car	5.00	2.00	225.05	2.69	21.15	-0.56	-0.24	0.12
981.80	386127	bike	2.00	0.70	211.65	-3.23	22.40	-0.36	0.61	0.22
981.80	314376	bike	2.00	0.70	207.90	0.54	22.88	-0.47	-0.05	0.27
981.80	917362	bike	2.00	0.70	192.41	2.57	22.50	-0.28	-0.00	-0.01
981.80	216291	car	5.00	2.00	174.26	-0.66	22.13	-0.51	-0.04	-0.60
981.80	977985	car	5.00	2.00	163.77	2.26	21.89	0.28	-0.11	-0.02
981.80	398695	bike	2.00	0.70	155.14	4.33	24.00	-0.34	0.64	-0.84
981.80	129895	bike	2.00	0.70	104.84	1.06	23.12	0.17	0.36	-0.45
981.80	712197	car	5.00	2.00	88.11	-3.36	22.77	0.08	0.89	-0.55
981.80	985963	bike	2.00	0.70	84.59	-0.98	23.92	0.57	0.18	-0.53
981.80	862747	bike	2.00	0.70	77.59	0.54	20.59	0.61	1.91	-0.10
981.80	557067	truck	10.00	2.50	70.70	3.17	12.00	-0.39	-0.34	-0.09
981.80	191298	bike	2.00	0.70	57.12	-2.50	23.08	-0.14	-0.23	-1.33
981.80	811087	car	5.00	2.00	56.88	-0.03	17.28	-0.69	1.71	0.07
981.80	672833	bike	2.00	0.70	46.58	-1.74	24.16	-0.55	-0.95	-1.05
981.80	785144	bike	2.00	0.70	29.48	2.05	20.56	-1.23	-3.25	-2.52
981.80	712701	car	5.00	2.00	17.10	-3.30	23.93	-0.03	-1.51	-0.41
981.80	567787	bike	2.00	0.70	4.98	-0.01	24.80	-0.11	-1.14	-0.52
981.90	665082	bike	2.00	0.70	598.57	-2.54	23.50	-0.01	0.37	0.22
981.90	151219	bike	2.00	0.70	588.94	0.37	23.94	0.34	0.58	0.11
981.90	540682	car	5.00	2.00	560.53	-3.15	22.25	0.02	0.77	-0.06
981.90	913577	car	5.00	2.00	557.02	0.49	22.27	0.24	0.54	-0.14
981.90	358004	truck	10.00	2.50	525.59	3.14	12.09	0.07	-0.34	-0.17
981.90	959807	car	5.00	2.00	521.67	-3.08	21.61	0.14	0.11	-0.43
981.90	498718	bike	2.00	0.70	497.34	0.69	23.38	-0.20	0.77	-0.22
981.90	226488	car	5.00	2.00	493.24	-1.64	20.16	0.11	0.18	0.62
981.90	211329	car	5.00	2.00	483.34	-3.71	18.58	0.05	-0.56	0.50
981.90	751115	bike	2.00	0.70	476.54	0.28	22.32	-0.04	0.21	0.60
981.90	410392	truck	10.00	2.50	476.01	3.17	11.28	0.20	0.15	-0.17
981.90	450065	car	5.00	2.00	467.88	-1.21	18.53	0.13	0.57	0.44
981.90	583131	bike	2.00	0.70	462.94	0.83	20.91	0.19	1.12	0.14
981.90	121644	car	5.00	2.00	452.43	-3.70	18.82	0.03	-0.37	-0.32
981.90	461442	bike	2.00	0.70	451.86	0.68	17.04	-0.27	2.00	0.78
981.90	145827	bike	2.00	0.70	449.96	-1.67	18.35	-0.14	0.83	0.34
981.90	855487	bike	2.00	0.70	447.69	-0.08	18.72	-0.30	-1.32	0.29
981.90	592251	bike	2.00	0.70	442.24	-0.87	18.62	-0.43	-1.42	-0.15
981.90	724235	bike	2.00	0.70	425.27	-2.88	20.34	0.01	0.03	-0.16
981.90	272831	car	5.00	2.00	418.39	-0.27	18.40	0.13	0.06	0.74
981.90	687501	bike	2.00	0.70	412.54	-3.86	21.71	0.04	-0.04	0.11
981.90	943223	car	5.00	2.00	393.01	-3.35	19.81	0.02	0.47	0.14
981.90	123602	car	5.00	2.00	387.95	-0.10	18.43	0.38	0.27	0.12
981.90	894243	bike	2.00	0.70	374.28	-2.39	19.33	0.05	0.23	0.36
981.90	705710	bike	2.00	0.70	374.02	0.84	17.59	-0.04	0.04	-0.14
981.90	972494	truck	10.00	2.50	373.53	3.28	12.19	-0.05	0.01	0.15
981.90	329307	car	5.00	2.00	357.59	-3.44	17.46	0.02	0.14	-0.46
981.90	280037	car	5.00	2.00	348.72	-0.74	19.04	-0.04	0.01	-0.10
981.90	890622	car	5.00	2.00	336.30	2.11	15.47	-0.56	-1.24	-0.25
981.90	692566	car	5.00	2.00	328.17	-3.39	17.67	0.05	-0.10	-0.42
981.90	666665	car	5.00	2.00	317.22	-0.65	19.03	-0.09	0.25	-0.51
981.90	924744	bike	2.00	0.70	309.03	-2.36	18.21	0.04	-0.03	-0.23
981.90	189281	car	5.00	2.00	308.70	2.19	16.65	-0.34	-0.42	-0.72
981.90	497141	bike	2.00	0.70	292.02	-3.41	20.89	0.22	-0.49	-0.47
981.90	419629	car	5.00	2.00	285.93	-0.55	18.98	-0.03	0.32	0.21
981.90	138894	car	5.00	2.00	278.48	2.16	17.95	-0.24	-0.43	1.31
981.90	214925	bike	2.00	0.70	268.15	0.56	20.00	-0.43	-1.42	-0.07
981.90	874455	car	5.00	2.00	259.42	-3.46	20.84	0.07	-0.08	0.74
981.90	201181	bike	2.00	0.70	242.48	0.84	21.30	-0.29	-0.53	0.72
981.90	269309	car	5.00	2.00	239.15	-1.34	20.10	-0.18	0.19	0.35
981.90	352410	car	5.00	2.00	227.16	2.64	21.13	-0.51	-0.14	0.52
981.90	386127	bike	2.00	0.70	213.89	-3.26	22.42	-0.33	0.23	0.30
981.90	314376	bike	2.00	0.70	210.19	0.49	22.87	-0.43	-0.11	0.38
981.90	917362	bike	2.00	0.70	194.65	2.54	22.43	-0.28	-0.73	-0.03
981.90	216291	car	5.00	2.00	176.48	-0.72	22.16	-0.55	0.26	-0.35
981.90	977985	car	5.00	2.00	165.95	2.28	21.81	0.21	-0.75	-0.75
981.90	398695	bike	2.00	0.70	157.54	4.30	24.02	-0.31	0.24	0.28
981.90	129895	bike	2.00	0.70	107.16	1.07	23.19	0.12	0.66	-0.44
981.90	712197	car	5.00	2.00	90.39	-3.36	22.82	0.05	0.54	-0.39
981.90	985963	bike	2.00	0.70	86.98	-0.93	23.96	0.52	0.39	-0.56
981.90	862747	bike	2.00	0.70	79.66	0.60	20.75	0.60	1.59	-0.03
981.90	557067	truck	10.00	2.50	71.91	3.14	12.03	-0.37	0.37	0.20
981.90	191298	bike	2.00	0.70	59.43	-2.51	23.08	-0.10	-0.06	0.47
981.90	811087	car	5.00	2.00	58.61	-0.10	17.41	-0.67	1.33	0.23
981.90	672833	bike	2.00	0.70	48.99	-1.80	24.01	-0.59	-1.49	-0.42
981.90	785144	bike	2.00	0.70	31.52	1.92	20.28	-1.22	-2.81	-1.83
981.90	712701	car	5.00	2.00	19.48	-3.31	23.79	-0.12	-1.40	-0.86
981.90	567787	bike	2.00	0.70	7.45	-0.03	24.64	-0.17	-1.58	-0.51
982.00	665082	bike	2.00	0.70	600.93	-2.54	23.56	0.01	0.61	0.22
982.00	151219	bike	2.00	0.70	591.33	0.40	23.95	0.34	0.08	0.08
982.00	540682	car	5.00	2.00	562.76	-3.15	22.29	-0.00	0.37	-0.22
982.00	913577	car	5.00	2.00	559.25	0.51	22.34	0.23	0.69	-0.09
982.00	358004	truck	10.00	2.50	526.80	3.15	12.05	0.03	-0.39	-0.31
982.00	959807	car	5.00	2.00	523.83	-3.06	21.59	0.11	-0.15	-0.22
982.00	498718	bike	2.00	0.70	499.68	0.67	23.43	-0.26	0.55	-0.58
982.00	226488	car	5.00	2.00	495.26	-1.62	20.24	0.15	0.83	0.39
982.00	211329	car	5.00	2.00	485.20	-3.70	18.54	0.13	-0.34	0.76
982.00	751115	bike	2.00	0.70	478.77	0.28	22.36	0.04	0.46	0.87
982.00	410392	truck	10.00	2.50	477.14	3.19	11.25	0.18	-0.35	-0.23
982.00	450065	car	5.00	2.00	469.74	-1.20	18.61	0.15	0.84	0.21
982.00	583131	bike	2.00	0.70	465.04	0.85	20.94	0.20	0.29	0.09
982.00	121644	car	5.00	2.00	454.32	-3.70	18.83	0.02	0.15	-0.06
982.00	461442	bike	2.00	0.70	453.57	0.66	17.22	-0.22	1.85	0.53
982.00	145827	bike	2.00	0.70	451.80	-1.69	18.43	-0.09	0.72	0.46
982.00	855487	bike	2.00	0.70	449.56	-0.10	18.56	-0.24	-1.63	0.61
982.00	592251	bike	2.00	0.70	444.10	-0.92	18.55	-0.43	-0.64	0.06
982.00	724235	bike	2.00	0.70	427.30	-2.88	20.30	0.01	-0.37	0.00
982.00	272831	car	5.00	2.00	420.23	-0.26	18.36	0.18	-0.40	0.47
982.00	687501	bike	2.00	0.70	414.71	-3.86	21.72	0.02	0.09	-0.24
982.00	943223	car	5.00	2.00	394.99	-3.34	19.84	0.04	0.24	0.16
982.00	123602	car	5.00	2.00	389.79	-0.06	18.47	0.40	0.37	0.24
982.00	894243	bike	2.00	0.70	376.22	-2.38	19.43	0.09	0.95	0.32
982.00	705710	bike	2.00	0.70	375.79	0.85	17.66	0.14	0.76	1.79
982.00	972494	truck	10.00	2.50	374.75	3.27	12.15	-0.09	-0.46	-0.37
982.00	329307	car	5.00	2.00	359.34	-3.44	17.54	-0.01	0.85	-0.34
982.00	280037	car	5.00	2.00	350.63	-0.74	19.10	-0.07	0.53	-0.29
982.00	890622	car	5.00	2.00	337.85	2.05	15.39	-0.60	-0.75	-0.42
982.00	692566	car	5.00	2.00	329.94	-3.38	17.69	0.03	0.27	-0.16
982.00	666665	car	5.00	2.00	319.12	-0.66	19.08	-0.14	0.54	-0.53
982.00	924744	bike	2.00	0.70	310.85	-2.36	18.22	0.04	0.01	-0.04
982.00	189281	car	5.00	2.00	310.36	2.15	16.56	-0.44	-0.93	-0.97
982.00	497141	bike	2.00	0.70	294.11	-3.39	20.88	0.18	-0.05	-0.44
982.00	419629	car	5.00	2.00	287.83	-0.56	19.01	-0.05	0.31	-0.19
982.00	138894	car	5.00	2.00	280.27	2.15	17.89	-0.12	-0.56	1.13
982.00	214925	bike	2.00	0.70	270.14	0.52	19.87	-0.41	-1.34	0.18
982.00	874455	car	5.00	2.00	261.50	-3.44	20.82	0.15	-0.21	0.79
982.00	201181	bike	2.00	0.70	244.61	0.81	21.20	-0.26	-0.96	0.31
982.00	269309	car	5.00	2.00	241.16	-1.35	20.10	-0.14	-0.03	0.42
982.00	352410	car	5.00	2.00	229.27	2.59	21.06	-0.44	-0.74	0.68
982.00	386127	bike	2.00	0.70	216.14	-3.29	22.49	-0.33	0.75	-0.04
982.00	314376	bike	2.00	0.70	212.47	0.45	22.85	-0.40	-0.11	0.25
982.00	917362	bike	2.00	0.70	196.89	2.52	22.40	-0.27	-0.25	0.14
982.00	216291	car	5.00	2.00	178.69	-0.77	22.11	-0.60	-0.42	-0.49
982.00	977985	car	5.00	2.00	168.14	2.30	21.81	0.18	-0.06	-0.30
982.00	398695	bike	2.00	0.70	159.94	4.27	24.03	-0.24	0.12	0.65
982.00	129895	bike	2.00	0.70	109.48	1.08	23.23	0.09	0.39	-0.29
982.00	712197	car	5.00	2.00	92.68	-3.36	22.92	0.02	0.92	-0.28
982.00	985963	bike	2.00	0.70	89.38	-0.88	23.95	0.47	-0.13	-0.53
982.00	862747	bike	2.00	0.70	81.74	0.66	20.89	0.58	1.43	-0.27
982.00	557067	truck	10.00	2.50	73.11	3.10	11.98	-0.35	-0.48	0.22
982.00	191298	bike	2.00	0.70	61.74	-2.52	23.10	-0.10	0.21	0.00
982.00	811087	car	5.00	2.00	60.36	-0.17	17.52	-0.62	1.08	0.44
982.00	672833	bike	2.00	0.70	51.38	-1.87	23.81	-0.68	-1.97	-0.83
982.00	785144	bike	2.00	0.70	33.53	1.79	19.93	-1.20	-3.55	-2.57
982.00	712701	car	5.00	2.00	21.86	-3.32	23.69	-0.21	-1.01	-0.90
982.00	567787	bike	2.00	0.70	9.91	-0.05	24.49	-0.26	-1.46	-0.90
982.10	151219	bike	2.00	0.70	593.72	0.43	23.95	0.36	0.05	0.17
982.10	540682	car	5.00	2.00	564.99	-3.15	22.40	-0.04	1.09	-0.37
982.10	913577	car	5.00	2.00	561.49	0.53	22.37	0.22	0.30	-0.14
982.10	358004	truck	10.00	2.50	528.00	3.15	12.00	0.03	-0.48	-0.07
982.10	959807	car	5.00	2.00	525.99	-3.05	21.61	0.10	0.15	-0.19
982.10	498718	bike	2.00	0.70	502.02	0.64	23.43	-0.31	-0.01	-0.49
982.10	226488	car	5.00	2.00	497.29	-1.61	20.28	0.15	0.33	0.00
982.10	211329	car	5.00	2.00	487.05	-3.69	18.52	0.15	-0.21	0.23
982.10	751115	bike	2.00	0.70	481.01	0.29	22.42	0.11	0.60	0.71
982.10	410392	truck	10.00	2.50	478.26	3.21	11.23	0.15	-0.14	-0.29
982.10	450065	car	5.00	2.00	471.60	-1.18	18.68	0.18	0.62	0.28
982.10	583131	bike	2.00	0.70	467.14	0.87	21.06	0.19	1.18	-0.10
982.10	121644	car	5.00	2.00	456.20	-3.70	18.78	0.02	-0.56	-0.03
982.10	461442	bike	2.00	0.70	455.31	0.64	17.49	-0.17	2.69	0.50
982.10	145827	bike	2.00	0.70	453.64	-1.69	18.42	-0.08	-0.08	0.12
982.10	855487	bike	2.00	0.70	451.41	-0.12	18.54	-0.12	-0.15	1.21
982.10	592251	bike	2.00	0.70	445.95	-0.95	18.53	-0.14	-0.21	2.88
982.10	724235	bike	2.00	0.70	429.34	-2.87	20.31	0.02	0.04	0.06
982.10	272831	car	5.00	2.00	422.06	-0.24	18.32	0.22	-0.40	0.45
982.10	687501	bike	2.00	0.70	416.88	-3.86	21.67	0.03	-0.54	0.16
982.10	943223	car	5.00	2.00	396.98	-3.34	19.90	0.07	0.63	0.30
982.10	123602	car	5.00	2.00	391.64	-0.02	18.48	0.44	0.14	0.37
982.10	894243	bike	2.00	0.70	378.17	-2.37	19.52	0.12	0.91	0.30
982.10	705710	bike	2.00	0.70	377.55	0.87	17.68	0.28	0.14	1.45
982.10	972494	truck	10.00	2.50	375.96	3.26	12.11	-0.09	-0.39	0.03
982.10	329307	car	5.00	2.00	361.10	-3.44	17.63	-0.05	0.81	-0.38
982.10	280037	car	5.00	2.00	352.54	-0.75	19.17	-0.05	0.76	0.25
982.10	890622	car	5.00	2.00	339.38	1.99	15.27	-0.66	-1.19	-0.60
982.10	692566	car	5.00	2.00	331.71	-3.38	17.71	-0.00	0.17	-0.33
982.10	666665	car	5.00	2.00	321.03	-0.68	19.10	-0.21	0.17	-0.63
982.10	924744	bike	2.00	0.70	312.67	-2.36	18.14	-0.01	-0.71	-0.55
982.10	189281	car	5.00	2.00	312.02	2.10	16.53	-0.51	-0.33	-0.68
982.10	497141	bike	2.00	0.70	296.20	-3.38	20.84	0.09	-0.46	-0.88
982.10	419629	car	5.00	2.00	289.74	-0.56	19.07	-0.05	0.57	-0.02
982.10	138894	car	5.00	2.00	282.06	2.14	17.85	-0.05	-0.47	0.78
982.10	214925	bike	2.00	0.70	272.12	0.48	19.72	-0.41	-1.45	0.03
982.10	874455	car	5.00	2.00	263.58	-3.43	20.77	0.19	-0.52	0.41
982.10	201181	bike	2.00	0.70	246.72	0.79	21.17	-0.23	-0.31	0.30
982.10	269309	car	5.00	2.00	243.17	-1.36	20.07	-0.03	-0.23	1.09
982.10	352410	car	5.00	2.00	231.38	2.55	21.06	-0.38	0.00	0.60
982.10	386127	bike	2.00	0.70	218.39	-3.33	22.50	-0.33	0.09	0.01
982.10	314376	bike	2.00	0.70	214.76	0.41	22.78	-0.36	-0.74	0.38
982.10	917362	bike	2.00	0.70	199.13	2.49	22.37	-0.26	-0.29	0.05
982.10	216291	car	5.00	2.00	180.90	-0.83	22.11	-0.61	0.01	-0.10
982.10	977985	car	5.00	2.00	170.31	2.32	21.75	0.15	-0.56	-0.27
982.10	398695	bike	2.00	0.70	162.35	4.26	24.11	-0.09	0.80	1.52
982.10	129895	bike	2.00	0.70	111.81	1.09	23.27	0.06	0.43	-0.33
982.10	712197	car	5.00	2.00	94.97	-3.36	22.94	-0.03	0.27	-0.45
982.10	985963	bike	2.00	0.70	91.77	-0.83	23.97	0.44	0.16	-0.30
982.10	862747	bike	2.00	0.70	83.84	0.72	21.06	0.56	1.73	-0.17
982.10	557067	truck	10.00	2.50	74.31	3.07	12.00	-0.32	0.12	0.27
982.10	191298	bike	2.00	0.70	64.05	-2.53	23.07	-0.08	-0.31	0.13
982.10	811087	car	5.00	2.00	62.12	-0.22	17.63	-0.55	1.13	0.72
982.10	672833	bike	2.00	0.70	53.75	-1.94	23.57	-0.75	-2.46	-0.69
982.10	785144	bike	2.00	0.70	35.51	1.65	19.65	-1.20	-2.77	-2.06
982.10	712701	car	5.00	2.00	24.22	-3.35	23.60	-0.31	-0.84	-0.96
982.10	567787	bike	2.00	0.70	12.35	-0.07	24.40	-0.30	-0.92	-0.42
982.20	151219	bike	2.00	0.70	596.12	0.47	23.95	0.37	0.00	0.14
982.20	540682	car	5.00	2.00	567.24	-3.16	22.49	-0.08	0.93	-0.44
982.20	913577	car	5.00	2.00	563.73	0.55	22.43	0.22	0.58	0.02
982.20	358004	truck	10.00	2.50	529.20	3.15	12.04	-0.01	0.43	-0.34
982.20	959807	car	5.00	2.00	528.16	-3.04	21.68	0.08	0.76	-0.19
982.20	498718	bike	2.00	0.70	504.37	0.61	23.44	-0.34	0.05	-0.27
982.20	226488	car	5.00	2.00	499.32	-1.59	20.28	0.16	0.01	0.06
982.20	211329	car	5.00	2.00	488.90	-3.68	18.49	0.12	-0.27	-0.33
982.20	751115	bike	2.00	0.70	483.26	0.30	22.52	0.21	0.99	0.97
982.20	410392	truck	10.00	2.50	479.39	3.23	11.28	0.23	0.44	0.81
982.20	450065	car	5.00	2.00	473.48	-1.16	18.76	0.19	0.88	0.14
982.20	583131	bike	2.00	0.70	469.25	0.89	21.15	0.19	0.96	-0.01
982.20	121644	car	5.00	2.00	458.07	-3.69	18.75	0.15	-0.32	1.35
982.20	461442	bike	2.00	0.70	457.07	0.63	17.71	0.07	2.18	2.36
982.20	145827	bike	2.00	0.70	455.49	-1.70	18.51	-0.04	0.93	0.44
982.20	855487	bike	2.00	0.70	453.26	-0.13	18.48	-0.10	-0.67	0.13
982.20	592251	bike	2.00	0.70	447.80	-0.96	18.55	-0.20	0.22	-0.65
982.20	724235	bike	2.00	0.70	431.36	-2.87	20.25	0.04	-0.54	0.27
982.20	272831	car	5.00	2.00	423.90	-0.21	18.32	0.26	0.00	0.37
982.20	687501	bike	2.00	0.70	419.05	-3.86	21.67	-0.01	0.02	-0.43
982.20	943223	car	5.00	2.00	398.97	-3.33	19.95	0.09	0.55	0.18
982.20	123602	car	5.00	2.00	393.49	0.03	18.48	0.45	0.00	0.16
982.20	894243	bike	2.00	0.70	380.12	-2.35	19.59	0.17	0.68	0.54
982.20	705710	bike	2.00	0.70	379.32	0.90	17.67	0.39	-0.10	1.05
982.20	972494	truck	10.00	2.50	377.17	3.26	12.12	-0.06	0.09	0.22
982.20	329307	car	5.00	2.00	362.86	-3.45	17.62	-0.08	-0.03	-0.25
982.20	280037	car	5.00	2.00	354.46	-0.75	19.19	-0.00	0.19	0.44
982.20	890622	car	5.00	2.00	340.90	1.92	15.17	-0.73	-1.04	-0.69
982.20	692566	car	5.00	2.00	333.48	-3.38	17.72	-0.03	0.12	-0.29
982.20	666665	car	5.00	2.00	322.94	-0.70	19.06	-0.24	-0.35	-0.34
982.20	924744	bike	2.00	0.70	314.48	-2.36	18.16	-0.10	0.18	-0.85
982.20	189281	car	5.00	2.00	313.66	2.05	16.45	-0.57	-0.73	-0.68
982.20	497141	bike	2.00	0.70	298.28	-3.38	20.78	-0.11	-0.56	-2.03
982.20	419629	car	5.00	2.00	291.65	-0.57	19.10	-0.14	0.28	-0.91
982.20	138894	car	5.00	2.00	283.84	2.12	17.77	-0.22	-0.75	-1.70
982.20	214925	bike	2.00	0.70	274.08	0.44	19.56	-0.40	-1.68	0.01
982.20	874455	car	5.00	2.00	265.66	-3.41	20.79	0.19	0.18	0.04
982.20	201181	bike	2.00	0.70	248.84	0.77	21.09	-0.18	-0.77	0.44
982.20	269309	car	5.00	2.00	245.18	-1.36	20.08	-0.02	0.07	0.16
982.20	352410	car	5.00	2.00	233.48	2.52	20.99	-0.31	-0.68	0.63
982.20	386127	bike	2.00	0.70	220.64	-3.36	22.48	-0.31	-0.18	0.21
982.20	314376	bike	2.00	0.70	217.03	0.38	22.77	-0.34	-0.14	0.22
982.20	917362	bike	2.00	0.70	201.37	2.47	22.34	-0.22	-0.39	0.42
982.20	216291	car	5.00	2.00	183.11	-0.89	22.06	-0.61	-0.52	0.00
982.20	977985	car	5.00	2.00	172.49	2.33	21.73	0.11	-0.19	-0.36
982.20	398695	bike	2.00	0.70	164.76	4.25	24.19	0.04	0.73	1.35
982.20	129895	bike	2.00	0.70	114.14	1.09	23.32	0.02	0.47	-0.44
982.20	712197	car	5.00	2.00	97.27	-3.36	23.04	-0.05	0.99	-0.25
982.20	985963	bike	2.00	0.70	94.17	-0.79	24.00	0.42	0.29	-0.15
982.20	862747	bike	2.00	0.70	85.95	0.77	21.19	0.53	1.30	-0.28
982.20	557067	truck	10.00	2.50	75.50	3.04	11.97	-0.26	-0.29	0.59
982.20	191298	bike	2.00	0.70	66.35	-2.54	23.09	-0.09	0.24	-0.05
982.20	811087	car	5.00	2.00	63.89	-0.28	17.81	-0.49	1.74	0.64
982.20	672833	bike	2.00	0.70	56.10	-2.01	23.42	-0.80	-1.52	-0.51
982.20	785144	bike	2.00	0.70	37.46	1.52	19.33	-1.20	-3.21	-2.71
982.20	712701	car	5.00	2.00	26.58	-3.38	23.55	-0.40	-0.53	-0.97
982.20	567787	bike	2.00	0.70	14.79	-0.11	24.32	-0.40	-0.85	-1.05
982.30	151219	bike	2.00	0.70	598.52	0.51	24.00	0.38	0.44	0.09
982.30	540682	car	5.00	2.00	569.49	-3.17	22.57	-0.12	0.80	-0.35
982.30	913577	car	5.00	2.00	565.97	0.58	22.43	0.22	0.05	-0.05
982.30	358004	truck	10.00	2.50	530.40	3.15	12.01	-0.02	-0.34	-0.14
982.30	959807	car	5.00	2.00	530.33	-3.04	21.73	0.06	0.47	-0.16
982.30	498718	bike	2.00	0.70	506.71	0.57	23.47	-0.35	0.28	-0.15
982.30	226488	car	5.00	2.00	501.35	-1.58	20.34	0.15	0.62	-0.09
982.30	211329	car	5.00	2.00	490.75	-3.67	18.42	0.12	-0.70	-0.03
982.30	751115	bike	2.00	0.70	485.51	0.33	22.54	0.23	0.20	0.22
982.30	410392	truck	10.00	2.50	480.51	3.25	11.25	0.27	-0.24	0.40
982.30	450065	car	5.00	2.00	475.36	-1.14	18.85	0.22	0.82	0.27
982.30	583131	bike	2.00	0.70	471.36	0.91	21.22	0.19	0.72	-0.00
982.30	121644	car	5.00	2.00	459.94	-3.67	18.70	0.22	-0.49	0.68
982.30	461442	bike	2.00	0.70	458.85	0.65	17.96	0.21	2.55	1.41
982.30	145827	bike	2.00	0.70	457.34	-1.70	18.52	0.03	0.08	0.71
982.30	855487	bike	2.00	0.70	455.11	-0.13	18.50	0.03	0.20	1.34
982.30	592251	bike	2.00	0.70	449.65	-0.97	18.44	-0.02	-1.17	1.83
982.30	724235	bike	2.00	0.70	433.38	-2.87	20.18	0.05	-0.73	0.04
982.30	272831	car	5.00	2.00	425.73	-0.18	18.29	0.32	-0.31	0.61
982.30	687501	bike	2.00	0.70	421.22	-3.86	21.66	-0.02	-0.13	-0.11
