#time	id	type	len[m]	w[m]	x[m]	y[m]	vx[m/s]	vy[m/s]	ax[ms2]	ay[ms2]
950.30	867457	car	5.00	2.00	578.24	-3.31	24.35	0.15	-0.05	-0.00
950.30	814286	car	5.00	2.00	571.13	2.78	23.62	0.03	0.27	-0.10
950.30	108894	car	5.00	2.00	555.93	-0.52	24.10	0.09	-0.17	0.28
950.30	353840	bike	2.00	0.70	538.53	-2.69	23.98	-0.06	0.29	-0.13
950.30	276809	car	5.00	2.00	521.89	2.82	22.96	-0.04	-0.39	0.16
950.30	580060	bike	2.00	0.70	519.10	0.06	23.97	-0.08	0.21	-0.15
950.30	432713	car	5.00	2.00	485.68	-2.75	23.53	-0.02	0.22	0.14
950.30	457391	car	5.00	2.00	475.45	2.60	22.49	0.01	0.22	-0.04
950.30	289115	car	5.00	2.00	468.27	-0.39	23.40	-0.11	0.38	-0.07
950.30	158940	bike	2.00	0.70	448.75	-3.87	23.59	0.03	-0.40	-0.05
950.30	538633	car	5.00	2.00	432.32	2.60	22.25	-0.07	-0.18	-0.25
950.30	197723	car	5.00	2.00	421.16	-0.95	23.04	-0.03	-0.17	0.12
950.30	720413	bike	2.00	0.70	417.21	4.28	23.98	0.05	0.61	-0.43
950.30	653164	bike	2.00	0.70	406.48	0.92	24.27	-0.02	0.17	-0.28
950.30	958746	car	5.00	2.00	400.19	-3.48	23.16	-0.02	-0.15	-0.00
950.30	787450	bike	2.00	0.70	372.45	-1.76	24.14	0.04	-0.51	-0.02
950.30	684677	car	5.00	2.00	372.12	2.57	23.03	0.09	0.07	0.28
950.30	103241	bike	2.00	0.70	363.55	0.40	24.24	-0.05	0.15	0.25
950.30	138645	bike	2.00	0.70	337.15	-2.65	24.30	-0.02	-0.54	0.15
950.30	466949	car	5.00	2.00	327.59	2.55	22.62	-0.01	0.24	0.42
950.30	645134	bike	2.00	0.70	325.66	-0.72	24.57	-0.12	0.04	-0.02
950.30	730553	car	5.00	2.00	285.66	-3.21	23.62	-0.01	0.35	0.09
950.30	216057	car	5.00	2.00	284.85	2.49	22.42	-0.18	0.28	0.55
950.30	181219	bike	2.00	0.70	227.32	-2.01	24.28	-0.03	0.13	-0.10
950.30	831798	car	5.00	2.00	188.46	-3.39	23.07	-0.04	0.21	-0.05
950.30	842888	bike	2.00	0.70	158.69	1.77	22.51	-0.34	0.86	-0.07
950.30	469174	car	5.00	2.00	144.36	-3.41	20.41	0.19	0.89	0.15
950.30	358004	truck	10.00	2.50	138.70	0.08	12.37	0.09	0.36	0.01
950.30	236228	bike	2.00	0.70	131.21	-2.79	18.70	0.02	1.29	-0.13
950.30	410392	truck	10.00	2.50	129.77	3.41	11.81	0.20	0.36	1.88
950.30	133617	bike	2.00	0.70	117.99	1.47	13.45	-0.22	-0.69	-0.08
950.30	346866	car	5.00	2.00	107.68	-2.17	13.88	-1.10	-0.36	-0.81
950.30	774176	car	5.00	2.00	106.95	3.15	11.36	-0.18	0.09	-0.08
950.30	702232	car	5.00	2.00	93.58	0.59	13.72	-0.38	0.41	0.02
950.30	839855	car	5.00	2.00	91.69	-3.54	13.21	1.20	-1.22	1.37
950.30	654786	bike	2.00	0.70	88.56	-1.38	14.95	-0.12	0.82	2.57
950.30	713045	bike	2.00	0.70	82.85	2.39	15.86	-0.76	-1.74	0.74
950.30	616081	bike	2.00	0.70	76.70	-3.59	17.68	-0.32	-4.98	-2.53
950.30	896208	car	5.00	2.00	57.94	-0.15	17.41	-0.02	-1.34	0.27
950.30	913577	car	5.00	2.00	50.97	2.99	18.96	-0.27	-1.98	0.36
950.30	154845	car	5.00	2.00	39.92	-3.21	20.29	0.31	-1.63	1.35
950.30	808579	bike	2.00	0.70	27.43	0.36	21.10	0.35	-2.60	0.21
950.30	545491	bike	2.00	0.70	16.71	3.40	22.92	0.23	-2.49	0.23
950.30	305252	bike	2.00	0.70	2.48	-3.31	24.66	0.41	-3.42	4.10
950.40	867457	car	5.00	2.00	580.68	-3.29	24.38	0.15	0.33	-0.03
950.40	814286	car	5.00	2.00	573.49	2.78	23.63	0.04	0.07	0.12
950.40	108894	car	5.00	2.00	558.35	-0.51	24.15	0.11	0.52	0.21
950.40	353840	bike	2.00	0.70	540.93	-2.69	24.01	-0.05	0.26	0.09
950.40	276809	car	5.00	2.00	524.19	2.81	23.00	-0.04	0.36	-0.03
950.40	580060	bike	2.00	0.70	521.50	0.06	23.99	-0.09	0.19	-0.12
950.40	432713	car	5.00	2.00	488.03	-2.75	23.56	-0.02	0.31	0.01
950.40	457391	car	5.00	2.00	477.70	2.60	22.51	0.01	0.18	-0.07
950.40	289115	car	5.00	2.00	470.62	-0.40	23.43	-0.13	0.37	-0.16
950.40	158940	bike	2.00	0.70	451.11	-3.87	23.56	0.02	-0.23	-0.14
950.40	538633	car	5.00	2.00	434.55	2.60	22.29	-0.10	0.48	-0.29
950.40	197723	car	5.00	2.00	423.46	-0.96	23.05	-0.01	0.09	0.23
950.40	720413	bike	2.00	0.70	419.61	4.29	23.99	-0.03	0.12	-0.78
950.40	653164	bike	2.00	0.70	408.91	0.92	24.30	0.00	0.24	0.23
950.40	958746	car	5.00	2.00	402.50	-3.48	23.15	-0.02	-0.15	0.05
950.40	787450	bike	2.00	0.70	374.86	-1.76	24.16	0.02	0.25	-0.19
950.40	684677	car	5.00	2.00	374.43	2.58	23.02	0.13	-0.12	0.31
950.40	103241	bike	2.00	0.70	365.98	0.40	24.22	-0.03	-0.19	0.18
950.40	138645	bike	2.00	0.70	339.58	-2.65	24.28	-0.00	-0.18	0.15
950.40	466949	car	5.00	2.00	329.85	2.55	22.66	0.05	0.43	0.51
950.40	645134	bike	2.00	0.70	328.12	-0.73	24.62	-0.12	0.49	0.03
950.40	730553	car	5.00	2.00	288.02	-3.21	23.65	-0.01	0.24	-0.04
950.40	216057	car	5.00	2.00	287.09	2.47	22.43	-0.15	0.11	0.29
950.40	181219	bike	2.00	0.70	229.75	-2.02	24.32	-0.04	0.34	-0.03
950.40	831798	car	5.00	2.00	190.77	-3.40	23.10	-0.05	0.25	-0.12
950.40	842888	bike	2.00	0.70	160.95	1.73	22.66	-0.34	1.43	0.02
950.40	469174	car	5.00	2.00	146.40	-3.39	20.49	0.21	0.84	0.16
950.40	358004	truck	10.00	2.50	139.94	0.08	12.41	0.08	0.43	-0.12
950.40	236228	bike	2.00	0.70	133.08	-2.79	18.83	-0.00	1.26	-0.22
950.40	410392	truck	10.00	2.50	130.95	3.43	11.80	0.25	-0.03	0.59
950.40	133617	bike	2.00	0.70	119.34	1.45	13.38	-0.16	-0.68	0.68
950.40	346866	car	5.00	2.00	109.06	-2.28	13.82	-1.17	-0.65	-0.68
950.40	774176	car	5.00	2.00	108.09	3.13	11.36	-0.16	-0.06	0.16
950.40	702232	car	5.00	2.00	94.95	0.55	13.76	-0.34	0.38	0.44
950.40	839855	car	5.00	2.00	93.01	-3.42	13.10	1.13	-1.06	-0.69
950.40	654786	bike	2.00	0.70	90.06	-1.38	15.04	0.11	0.83	2.27
950.40	713045	bike	2.00	0.70	84.43	2.32	15.66	-0.72	-2.00	0.48
950.40	616081	bike	2.00	0.70	78.45	-3.60	17.31	-0.03	-3.75	2.90
950.40	896208	car	5.00	2.00	59.68	-0.16	17.31	-0.21	-1.00	-1.89
950.40	913577	car	5.00	2.00	52.86	2.98	18.79	0.21	-1.65	4.85
950.40	154845	car	5.00	2.00	41.95	-3.18	20.12	0.39	-1.69	0.86
950.40	808579	bike	2.00	0.70	29.53	0.40	20.89	0.37	-2.13	0.21
950.40	545491	bike	2.00	0.70	18.99	3.43	22.63	0.26	-2.96	0.29
950.40	305252	bike	2.00	0.70	4.93	-3.25	24.37	0.76	-2.85	3.53
950.50	867457	car	5.00	2.00	583.12	-3.28	24.37	0.13	-0.12	-0.12
950.50	814286	car	5.00	2.00	575.86	2.79	23.66	0.04	0.26	0.03
950.50	108894	car	5.00	2.00	560.76	-0.50	24.20	0.13	0.44	0.22
950.50	353840	bike	2.00	0.70	543.33	-2.70	23.99	-0.04	-0.17	0.08
950.50	276809	car	5.00	2.00	526.49	2.81	23.02	-0.03	0.19	0.12
950.50	580060	bike	2.00	0.70	523.89	0.05	23.96	-0.11	-0.30	-0.10
950.50	432713	car	5.00	2.00	490.38	-2.75	23.52	-0.02	-0.41	0.04
950.50	457391	car	5.00	2.00	479.95	2.60	22.50	0.02	-0.09	0.10
950.50	289115	car	5.00	2.00	472.96	-0.41	23.46	-0.09	0.25	0.38
950.50	158940	bike	2.00	0.70	453.47	-3.86	23.62	0.01	0.56	-0.08
950.50	538633	car	5.00	2.00	436.78	2.59	22.25	-0.06	-0.47	0.33
950.50	197723	car	5.00	2.00	425.77	-0.96	23.06	-0.02	0.16	-0.11
950.50	720413	bike	2.00	0.70	422.01	4.28	24.04	-0.04	0.43	-0.11
950.50	653164	bike	2.00	0.70	411.34	0.92	24.30	-0.04	0.08	-0.41
950.50	958746	car	5.00	2.00	404.82	-3.48	23.19	0.01	0.46	0.24
950.50	787450	bike	2.00	0.70	377.28	-1.76	24.13	-0.01	-0.35	-0.30
950.50	684677	car	5.00	2.00	376.73	2.60	22.98	0.14	-0.32	0.10
950.50	103241	bike	2.00	0.70	368.40	0.40	24.26	-0.02	0.35	0.09
950.50	138645	bike	2.00	0.70	342.01	-2.65	24.25	0.01	-0.38	0.11
950.50	466949	car	5.00	2.00	332.12	2.55	22.66	0.10	-0.03	0.53
950.50	645134	bike	2.00	0.70	330.58	-0.74	24.64	-0.09	0.13	0.26
950.50	730553	car	5.00	2.00	290.39	-3.21	23.67	0.01	0.26	0.22
950.50	216057	car	5.00	2.00	289.33	2.46	22.40	-0.12	-0.36	0.36
950.50	181219	bike	2.00	0.70	232.18	-2.02	24.33	-0.03	0.14	0.01
950.50	831798	car	5.00	2.00	193.08	-3.40	23.06	-0.05	-0.35	0.02
950.50	842888	bike	2.00	0.70	163.22	1.70	22.71	-0.35	0.58	-0.08
950.50	469174	car	5.00	2.00	148.45	-3.37	20.57	0.19	0.85	-0.18
950.50	358004	truck	10.00	2.50	141.18	0.09	12.42	0.07	0.08	-0.05
950.50	236228	bike	2.00	0.70	134.97	-2.79	18.91	-0.01	0.85	-0.04
950.50	410392	truck	10.00	2.50	132.13	3.46	11.82	0.25	0.19	-0.01
950.50	133617	bike	2.00	0.70	120.67	1.44	13.35	-0.09	-0.36	0.70
950.50	346866	car	5.00	2.00	110.45	-2.40	13.87	-1.05	0.55	1.13
950.50	774176	car	5.00	2.00	109.22	3.12	11.37	-0.15	0.13	0.09
950.50	702232	car	5.00	2.00	96.33	0.52	13.81	-0.25	0.56	0.86
950.50	839855	car	5.00	2.00	94.32	-3.32	13.08	0.94	-0.22	-1.94
950.50	654786	bike	2.00	0.70	91.56	-1.36	15.05	0.29	0.12	1.84
950.50	713045	bike	2.00	0.70	85.99	2.25	15.51	-0.68	-1.49	0.36
950.50	616081	bike	2.00	0.70	80.17	-3.59	16.96	0.31	-3.42	3.41
950.50	896208	car	5.00	2.00	61.41	-0.18	17.22	-0.27	-0.90	-0.62
950.50	913577	car	5.00	2.00	54.73	3.02	18.65	0.46	-1.47	2.48
950.50	154845	car	5.00	2.00	43.95	-3.14	19.95	0.43	-1.77	0.34
950.50	808579	bike	2.00	0.70	31.61	0.44	20.74	0.43	-1.45	0.54
950.50	545491	bike	2.00	0.70	21.24	3.46	22.44	0.31	-1.84	0.47
950.50	305252	bike	2.00	0.70	7.36	-3.16	24.09	1.09	-2.80	3.26
950.60	867457	car	5.00	2.00	585.56	-3.27	24.41	0.10	0.33	-0.35
950.60	814286	car	5.00	2.00	578.22	2.79	23.72	0.06	0.62	0.15
950.60	108894	car	5.00	2.00	563.19	-0.49	24.22	0.15	0.25	0.20
950.60	353840	bike	2.00	0.70	545.73	-2.70	24.00	-0.01	0.05	0.23
950.60	276809	car	5.00	2.00	528.79	2.81	23.03	-0.03	0.13	0.04
950.60	580060	bike	2.00	0.70	526.29	0.03	23.95	-0.11	-0.07	-0.07
950.60	432713	car	5.00	2.00	492.74	-2.75	23.54	-0.02	0.23	0.01
950.60	457391	car	5.00	2.00	482.19	2.61	22.47	0.08	-0.27	0.66
950.60	289115	car	5.00	2.00	475.31	-0.42	23.44	-0.10	-0.24	-0.16
950.60	158940	bike	2.00	0.70	455.83	-3.86	23.62	0.02	-0.01	0.12
950.60	538633	car	5.00	2.00	439.00	2.58	22.20	-0.02	-0.42	0.38
950.60	197723	car	5.00	2.00	428.07	-0.96	23.08	0.01	0.17	0.26
950.60	720413	bike	2.00	0.70	424.41	4.28	24.05	-0.03	0.11	0.08
950.60	653164	bike	2.00	0.70	413.77	0.91	24.30	-0.08	-0.05	-0.39
950.60	958746	car	5.00	2.00	407.14	-3.48	23.15	0.02	-0.39	0.15
950.60	787450	bike	2.00	0.70	379.69	-1.76	24.13	0.00	-0.02	0.16
950.60	684677	car	5.00	2.00	379.02	2.61	22.94	0.10	-0.42	-0.36
950.60	103241	bike	2.00	0.70	370.82	0.39	24.24	-0.02	-0.23	-0.01
950.60	138645	bike	2.00	0.70	344.44	-2.65	24.29	0.00	0.48	-0.08
950.60	466949	car	5.00	2.00	334.38	2.57	22.63	0.11	-0.32	0.16
950.60	645134	bike	2.00	0.70	333.05	-0.75	24.68	-0.09	0.48	-0.02
950.60	730553	car	5.00	2.00	292.75	-3.21	23.65	0.01	-0.27	-0.02
950.60	216057	car	5.00	2.00	291.57	2.45	22.44	-0.10	0.46	0.14
950.60	181219	bike	2.00	0.70	234.61	-2.02	24.35	-0.02	0.20	0.13
950.60	831798	car	5.00	2.00	195.38	-3.41	23.05	-0.03	-0.08	0.12
950.60	842888	bike	2.00	0.70	165.49	1.66	22.78	-0.35	0.67	-0.01
950.60	469174	car	5.00	2.00	150.52	-3.35	20.67	0.19	0.98	0.05
950.60	358004	truck	10.00	2.50	142.42	0.10	12.43	0.06	0.16	-0.11
950.60	236228	bike	2.00	0.70	136.87	-2.79	19.01	-0.01	0.98	-0.02
950.60	410392	truck	10.00	2.50	133.31	3.48	11.81	0.20	-0.08	-0.52
950.60	133617	bike	2.00	0.70	122.00	1.43	13.30	-0.06	-0.47	0.28
950.60	346866	car	5.00	2.00	111.84	-2.50	13.99	-0.94	1.18	1.11
950.60	774176	car	5.00	2.00	110.36	3.10	11.36	-0.14	-0.13	0.07
950.60	702232	car	5.00	2.00	97.71	0.50	13.83	-0.17	0.15	0.85
950.60	839855	car	5.00	2.00	95.62	-3.24	13.01	0.71	-0.74	-2.31
950.60	654786	bike	2.00	0.70	93.07	-1.33	15.05	0.32	0.04	0.33
950.60	713045	bike	2.00	0.70	87.53	2.18	15.29	-0.59	-2.12	0.86
950.60	616081	bike	2.00	0.70	81.84	-3.54	16.60	0.71	-3.62	4.02
950.60	896208	car	5.00	2.00	63.12	-0.21	17.16	-0.28	-0.61	-0.08
950.60	913577	car	5.00	2.00	56.59	3.07	18.50	0.62	-1.52	1.58
950.60	154845	car	5.00	2.00	45.94	-3.09	19.81	0.42	-1.38	-0.07
950.60	808579	bike	2.00	0.70	33.68	0.48	20.57	0.50	-1.72	0.77
950.60	545491	bike	2.00	0.70	23.48	3.49	22.20	0.34	-2.44	0.32
950.60	305252	bike	2.00	0.70	9.75	-3.04	23.84	1.20	-2.53	2.76
950.70	867457	car	5.00	2.00	588.00	-3.26	24.41	0.08	0.03	-0.21
950.70	814286	car	5.00	2.00	580.60	2.80	23.74	0.05	0.25	-0.12
950.70	108894	car	5.00	2.00	565.61	-0.47	24.25	0.14	0.28	-0.10
950.70	353840	bike	2.00	0.70	548.13	-2.70	24.04	0.00	0.41	0.17
950.70	276809	car	5.00	2.00	531.09	2.80	23.01	-0.02	-0.18	0.11
950.70	580060	bike	2.00	0.70	528.68	0.02	23.92	-0.11	-0.32	0.04
950.70	432713	car	5.00	2.00	495.09	-2.75	23.53	-0.01	-0.15	0.11
950.70	457391	car	5.00	2.00	484.44	2.62	22.44	0.14	-0.29	0.55
950.70	289115	car	5.00	2.00	477.65	-0.43	23.42	-0.09	-0.16	0.14
950.70	158940	bike	2.00	0.70	458.19	-3.86	23.60	0.01	-0.18	-0.05
950.70	538633	car	5.00	2.00	441.22	2.58	22.22	0.02	0.15	0.40
950.70	197723	car	5.00	2.00	430.38	-0.96	23.11	0.03	0.31	0.23
950.70	720413	bike	2.00	0.70	426.82	4.27	24.06	-0.05	0.15	-0.17
950.70	653164	bike	2.00	0.70	416.20	0.91	24.33	-0.05	0.36	0.32
950.70	958746	car	5.00	2.00	409.45	-3.47	23.16	0.03	0.05	0.06
950.70	787450	bike	2.00	0.70	382.10	-1.76	24.09	-0.01	-0.39	-0.12
950.70	684677	car	5.00	2.00	381.32	2.62	22.90	0.04	-0.42	-0.62
950.70	103241	bike	2.00	0.70	373.25	0.39	24.18	-0.03	-0.54	-0.09
950.70	138645	bike	2.00	0.70	346.86	-2.65	24.27	0.01	-0.23	0.05
950.70	466949	car	5.00	2.00	336.65	2.58	22.61	0.15	-0.15	0.41
950.70	645134	bike	2.00	0.70	335.51	-0.76	24.64	-0.08	-0.45	0.18
950.70	730553	car	5.00	2.00	295.12	-3.20	23.68	0.02	0.32	0.11
950.70	216057	car	5.00	2.00	293.81	2.44	22.41	-0.09	-0.33	0.19
950.70	181219	bike	2.00	0.70	237.05	-2.03	24.39	-0.02	0.34	0.03
950.70	831798	car	5.00	2.00	197.69	-3.41	23.05	-0.03	0.02	0.07
950.70	842888	bike	2.00	0.70	167.78	1.63	22.86	-0.35	0.74	0.05
950.70	469174	car	5.00	2.00	152.59	-3.33	20.75	0.18	0.78	-0.13
950.70	358004	truck	10.00	2.50	143.67	0.10	12.39	0.05	-0.41	-0.09
950.70	236228	bike	2.00	0.70	138.77	-2.79	19.18	-0.01	1.64	0.03
950.70	410392	truck	10.00	2.50	134.50	3.50	11.86	0.14	0.45	-0.59
950.70	133617	bike	2.00	0.70	123.33	1.43	13.27	-0.06	-0.24	-0.02
950.70	346866	car	5.00	2.00	113.25	-2.59	14.19	-0.87	2.04	0.71
950.70	774176	car	5.00	2.00	111.50	3.09	11.39	-0.12	0.32	0.20
950.70	702232	car	5.00	2.00	99.10	0.49	13.93	-0.09	1.05	0.74
950.70	839855	car	5.00	2.00	96.92	-3.18	13.04	0.44	0.35	-2.69
950.70	654786	bike	2.00	0.70	94.58	-1.30	15.13	0.27	0.80	-0.59
950.70	713045	bike	2.00	0.70	89.05	2.13	15.11	-0.55	-1.81	0.45
950.70	616081	bike	2.00	0.70	83.49	-3.45	16.32	1.01	-2.78	2.93
950.70	896208	car	5.00	2.00	64.84	-0.23	17.10	-0.25	-0.60	0.29
950.70	913577	car	5.00	2.00	58.43	3.14	18.38	0.75	-1.19	1.28
950.70	154845	car	5.00	2.00	47.91	-3.06	19.68	0.35	-1.26	-0.76
950.70	808579	bike	2.00	0.70	35.73	0.54	20.44	0.57	-1.24	0.70
950.70	545491	bike	2.00	0.70	25.69	3.52	22.00	0.26	-1.93	-0.80
950.70	305252	bike	2.00	0.70	12.12	-2.92	23.54	1.20	-2.98	0.47
950.80	867457	car	5.00	2.00	590.44	-3.25	24.46	0.06	0.48	-0.21
950.80	814286	car	5.00	2.00	582.97	2.80	23.76	0.05	0.18	-0.01
950.80	108894	car	5.00	2.00	568.04	-0.46	24.27	0.14	0.23	-0.06
950.80	353840	bike	2.00	0.70	550.54	-2.70	24.09	0.02	0.57	0.19
950.80	276809	car	5.00	2.00	533.40	2.80	23.06	-0.03	0.48	-0.07
950.80	580060	bike	2.00	0.70	531.08	0.01	23.92	-0.12	-0.02	-0.10
950.80	432713	car	5.00	2.00	497.44	-2.75	23.54	0.01	0.12	0.16
950.80	457391	car	5.00	2.00	486.68	2.63	22.45	0.18	0.09	0.43
950.80	289115	car	5.00	2.00	479.99	-0.44	23.42	-0.10	0.03	-0.08
950.80	158940	bike	2.00	0.70	460.55	-3.86	23.64	0.02	0.36	0.01
950.80	538633	car	5.00	2.00	443.45	2.59	22.26	0.03	0.37	0.16
950.80	197723	car	5.00	2.00	432.69	-0.95	23.12	0.02	0.13	-0.12
950.80	720413	bike	2.00	0.70	429.22	4.27	24.04	-0.06	-0.19	-0.07
950.80	653164	bike	2.00	0.70	418.63	0.90	24.31	-0.02	-0.24	0.27
950.80	958746	car	5.00	2.00	411.77	-3.47	23.16	0.02	0.03	-0.09
950.80	787450	bike	2.00	0.70	384.51	-1.76	24.10	-0.01	0.12	-0.05
950.80	684677	car	5.00	2.00	383.60	2.62	22.89	0.01	-0.08	-0.28
950.80	103241	bike	2.00	0.70	375.66	0.39	24.20	-0.03	0.17	-0.01
950.80	138645	bike	2.00	0.70	349.29	-2.65	24.29	0.02	0.22	0.11
950.80	466949	car	5.00	2.00	338.91	2.60	22.64	0.19	0.30	0.34
950.80	645134	bike	2.00	0.70	337.98	-0.77	24.66	-0.08	0.18	-0.08
950.80	730553	car	5.00	2.00	297.49	-3.20	23.66	0.03	-0.19	0.07
950.80	216057	car	5.00	2.00	296.05	2.43	22.37	-0.08	-0.38	0.08
950.80	181219	bike	2.00	0.70	239.49	-2.03	24.34	-0.02	-0.43	0.02
950.80	831798	car	5.00	2.00	200.00	-3.41	23.04	-0.03	-0.12	-0.08
950.80	842888	bike	2.00	0.70	170.06	1.59	22.92	-0.34	0.64	0.11
950.80	469174	car	5.00	2.00	154.67	-3.31	20.87	0.17	1.16	-0.11
950.80	358004	truck	10.00	2.50	144.91	0.11	12.42	0.04	0.31	-0.08
950.80	236228	bike	2.00	0.70	140.70	-2.79	19.25	-0.00	0.72	0.06
950.80	410392	truck	10.00	2.50	135.69	3.51	11.90	0.07	0.45	-0.70
950.80	133617	bike	2.00	0.70	124.66	1.42	13.19	-0.10	-0.81	-0.39
950.80	346866	car	5.00	2.00	114.68	-2.67	14.41	-0.81	2.13	0.63
950.80	774176	car	5.00	2.00	112.63	3.08	11.40	-0.12	0.05	-0.01
950.80	702232	car	5.00	2.00	100.49	0.48	13.97	-0.08	0.43	0.10
950.80	839855	car	5.00	2.00	98.23	-3.15	13.04	0.22	0.01	-2.19
950.80	654786	bike	2.00	0.70	96.09	-1.28	15.16	0.17	0.23	-0.98
950.80	713045	bike	2.00	0.70	90.55	2.08	14.94	-0.46	-1.69	0.88
950.80	616081	bike	2.00	0.70	85.11	-3.34	16.00	1.20	-3.20	3.11
950.80	896208	car	5.00	2.00	66.54	-0.26	17.01	-0.20	-0.89	0.45
950.80	913577	car	5.00	2.00	60.27	3.21	18.24	0.64	-1.33	-1.08
950.80	154845	car	5.00	2.00	49.87	-3.03	19.48	0.25	-2.06	-0.99
950.80	808579	bike	2.00	0.70	37.77	0.60	20.31	0.67	-1.35	1.01
950.80	545491	bike	2.00	0.70	27.88	3.53	21.82	-0.02	-1.88	-2.82
950.80	305252	bike	2.00	0.70	14.46	-2.79	23.24	1.20	-2.98	0.84
950.90	867457	car	5.00	2.00	592.89	-3.25	24.48	0.04	0.19	-0.13
950.90	814286	car	5.00	2.00	585.35	2.81	23.77	0.04	0.08	-0.08
950.90	108894	car	5.00	2.00	570.46	-0.44	24.26	0.12	-0.18	-0.16
950.90	353840	bike	2.00	0.70	552.95	-2.70	24.09	0.03	0.00	0.09
950.90	276809	car	5.00	2.00	535.71	2.80	23.10	0.01	0.36	0.30
950.90	580060	bike	2.00	0.70	533.47	-0.00	23.97	-0.12	0.48	-0.06
950.90	432713	car	5.00	2.00	499.80	-2.75	23.56	0.01	0.22	0.03
950.90	457391	car	5.00	2.00	488.93	2.65	22.50	0.21	0.46	0.30
950.90	289115	car	5.00	2.00	482.33	-0.45	23.40	-0.08	-0.19	0.20
950.90	158940	bike	2.00	0.70	462.92	-3.86	23.62	0.02	-0.18	0.04
950.90	538633	car	5.00	2.00	445.67	2.59	22.22	0.06	-0.36	0.29
950.90	197723	car	5.00	2.00	435.00	-0.95	23.09	0.02	-0.32	0.01
950.90	720413	bike	2.00	0.70	431.63	4.27	24.09	-0.00	0.41	0.57
950.90	653164	bike	2.00	0.70	421.07	0.90	24.36	-0.00	0.46	0.14
950.90	958746	car	5.00	2.00	414.09	-3.47	23.19	-0.00	0.24	-0.22
950.90	787450	bike	2.00	0.70	386.92	-1.76	24.12	-0.02	0.19	-0.07
950.90	684677	car	5.00	2.00	385.89	2.62	22.89	-0.02	-0.03	-0.29
950.90	103241	bike	2.00	0.70	378.08	0.39	24.17	-0.03	-0.29	0.04
950.90	138645	bike	2.00	0.70	351.72	-2.65	24.34	0.01	0.48	-0.07
950.90	466949	car	5.00	2.00	341.18	2.61	22.68	0.19	0.38	0.05
950.90	645134	bike	2.00	0.70	340.44	-0.78	24.61	-0.08	-0.50	0.04
950.90	730553	car	5.00	2.00	299.85	-3.20	23.63	0.02	-0.29	-0.09
950.90	216057	car	5.00	2.00	298.29	2.42	22.33	-0.04	-0.42	0.34
950.90	181219	bike	2.00	0.70	241.92	-2.03	24.37	-0.01	0.25	0.05
950.90	831798	car	5.00	2.00	202.30	-3.42	23.02	-0.04	-0.23	-0.04
950.90	842888	bike	2.00	0.70	172.36	1.56	22.99	-0.32	0.75	0.13
950.90	469174	car	5.00	2.00	156.76	-3.30	20.94	0.15	0.71	-0.21
950.90	358004	truck	10.00	2.50	146.15	0.11	12.41	0.01	-0.18	-0.32
950.90	236228	bike	2.00	0.70	142.63	-2.79	19.40	0.00	1.51	0.03
950.90	410392	truck	10.00	2.50	136.87	3.51	11.88	0.00	-0.21	-0.70
950.90	133617	bike	2.00	0.70	125.98	1.41	13.22	-0.18	0.27	-0.80
950.90	346866	car	5.00	2.00	116.13	-2.75	14.56	-0.78	1.54	0.32
950.90	774176	car	5.00	2.00	113.77	3.06	11.38	-0.11	-0.19	0.14
950.90	702232	car	5.00	2.00	101.90	0.47	14.06	-0.10	0.88	-0.16
950.90	839855	car	5.00	2.00	99.53	-3.13	13.08	0.05	0.37	-1.63
950.90	654786	bike	2.00	0.70	97.61	-1.28	15.26	-0.12	1.09	-2.93
950.90	713045	bike	2.00	0.70	92.04	2.03	14.84	-0.44	-1.08	0.26
950.90	616081	bike	2.00	0.70	86.69	-3.20	15.77	1.42	-2.31	2.49
950.90	896208	car	5.00	2.00	68.24	-0.28	16.93	-0.20	-0.78	0.04
950.90	913577	car	5.00	2.00	62.08	3.27	18.04	0.56	-2.05	-0.73
950.90	154845	car	5.00	2.00	51.81	-3.00	19.29	0.19	-1.87	-0.54
950.90	808579	bike	2.00	0.70	39.79	0.67	20.10	0.72	-2.12	0.50
950.90	545491	bike	2.00	0.70	30.05	3.52	21.65	-0.25	-1.63	-2.30
950.90	305252	bike	2.00	0.70	16.78	-2.67	23.03	1.20	-2.17	1.08
950.90	972494	truck	10.00	2.50	1.20	0.00	12.03	0.04	0.28	0.35
951.00	867457	car	5.00	2.00	595.34	-3.24	24.48	0.02	-0.01	-0.29
951.00	814286	car	5.00	2.00	587.73	2.81	23.85	0.04	0.84	-0.01
951.00	108894	car	5.00	2.00	572.89	-0.43	24.24	0.12	-0.15	-0.03
951.00	353840	bike	2.00	0.70	555.36	-2.70	24.10	0.03	0.02	-0.02
951.00	276809	car	5.00	2.00	538.02	2.80	23.13	0.06	0.36	0.52
951.00	580060	bike	2.00	0.70	535.87	-0.01	23.98	-0.11	0.11	0.15
951.00	432713	car	5.00	2.00	502.16	-2.75	23.57	-0.00	0.15	-0.13
951.00	457391	car	5.00	2.00	491.18	2.68	22.55	0.25	0.52	0.39
951.00	289115	car	5.00	2.00	484.67	-0.45	23.45	-0.05	0.46	0.29
951.00	158940	bike	2.00	0.70	465.28	-3.86	23.59	0.01	-0.24	-0.07
951.00	538633	car	5.00	2.00	447.89	2.60	22.26	0.07	0.40	0.06
951.00	197723	car	5.00	2.00	437.32	-0.95	23.13	0.04	0.32	0.21
